"Association",,,,
"National Oilseed Producers Association",,,,
"Silver Institute",,,,
"Minor Metals Trade Association",,,,
"International Magnesium Association",,,,
"International Precious Metals Institute ",,,,
"Forging Industry Association",,,,
"American Foundry Society",,,,
"Steel Founders Society of America",,,,
"Municipal Castings Fair Trade Council",,,,
"Non-Ferrous Founders' Society ",,,,
"Precision Metalforming Association",,,,
"National Tooling and Machining Association",,,,
"Powder Metallurgy Parts Association",,,,
"Metal Powder Industries Federation",,,,
"Closure and Container Manufacturers Association",,,,
"American Edged Products Manufacturers Association",,,,
"American Knife and Tool Institute",,,,
"The Hand Tools Institute",,,,
"American Hardware Manufacturers Association",,,,
"Metal Building Manufacturers Association",,,,
"Metal Construction Association",,,,
"Truss Plate Institute",,,,
"Steel Tank Institute and Steel Plate Fabricators Association",,,,
"Steel Door Institute",,,,
"Steel Window Institute",,,,
"National Association of Architectural Metal Manufacturers",,,,
"Pressure Vessel Manufacturers Association",,,,
"American Boiler Manufacturers Association",,,,
"Can Manufacturers' Institute",,,,
"International Staple, Nail and Tool Association",,,,
"Spring Manufacturers Institute",,,,
"Wire Fabricators Association",,,,
"Precision Machined Products Association",,,,
"Industrial Fasteners Institute",,,,
"Valve Manufacturers Association of America",,,,
"Plumbing Manufacturers Institute",,,,
"American Bearing Manufacturers Association",,,,
"Sporting Arms and Ammunitions Manufacturers Institute",,,,
"Association of Equipment Manufacturers","Favor","LATC","HSL","AEM/AEM2"
"Farm Equipment Manufacturers Association",,,,
"Outdoor Power Equipment Institute",,,,
"Petroleum Equipment Suppliers Association",,,,
"Food Processing Suppliers Association",,,,
"Semiconductor Industry Association","Favor","LATC",,
"Semiconductor Equipment and Materials International",,,,
"Wood Machinery Manufacturers of America",,,,
"Association of Suppliers to the Paper Industry",,,,
"NPES - The Association for Suppliers of Printing, Publishing and Converting Technologies",,,,
"American Textile Machinery Association",,,,
"American Precision Optics Manufacturers Association",,,,
"Institute of Clean Air Companies",,,,
"Filter Manufacturers Council",,,,
"Air Movement and Control Association",,,,
"Industrial Heating Equipment Association",,,,
"Air-conditioning Heating and Refrigeration Institute",,,,
"American Mold Builders Association",,,,
"Association of Manufacturing Technology",,,,
"Michigan Tooling Industry",,,,
"Rochester Tooling and Machining Association",,,,
"Tooling Manufacturing and Technologies Association",,,,
"The Association of Manufacturers of Power Generating Systems",,,,
"Gas Turbine Association",,,,
"American Gear Manufacturers Association",,,,
"Motor Equipment Manufacturers Association","Favor","LATC",,
"Mechanical Power Transmission Association",,,,
"Power Transmission Distributors Association",,,,
"American Chain Association",,,,
"Engine Manufacturers Association",,,,
"Marine Engine Manufacturers Association",,,,
"Hydraulic Institute",,,,
"Sump and Sewage Pump Manufacturers Association",,,,
"Submersible Wastewater Pump Association",,,,
"Compressed Air and Gas Institute",,,,
"Petroleum Equipment Institute",,,,
"National Elevator Industry, Inc.",,,,
"Material Handling Industry of America",,,,
"Conveyor Equipment Manufacturers Association",,,,
"Industrial Truck Association",,,,
"Power Tool Institute",,,,
"Resistance Welding Manufacturing Alliance",,,,
"Packaging Machinery Manufacturers Institute","Favor","LATC",,
"National Fluid Power Association",,,,
"FPDA Motion and Control Network",,,,
"Scale Manufacturers Association",,,,
"Information Technology Industry Council","Favor","LATC",,
"TechAmerica","Favor","LATC",,
"Computer and Communications Industry Association","Favor","HSL",,
"Automotive Aftermarket Industry Association",,,,
"National Marine Manufacturers Association",,,,
"Retail Solution Providers Association",,,,
"ATM Industry Association",,,,
"Consumer Electronics Association","Favor","LATC","CEA",
"Telecommunications Industry Association","Favor","LATC","TIA",
"IPC?�?�??Association Connecting Electronics Industries",,,,
"Electronic Components Industries Association",,,,
"Power Sources Manufacturers Association",,,,
"Medical Device Manufacturers Association",,,,
"Advanced Medical Technology Association","Favor","LATC",,
"Medical Equipment and Technology Association",,,,
"Ultrasonic Industry Association",,,,
"Aerospace Industries Association","Favor","LATC","HSL",
"General Aviation Manufacturers Association",,,,
"ISA - Instrumentation, Systems, and Automation Society / Automation Federation",,,,
"National Electrical Manufacturers Association","Favor","LATC",,
"Fluid Controls Institute",,,,
"Analytical and Life Science Systems Association",,,,
"Food Industry Processors Association",,,,
"International Irradiation Association",,,,
"American Watchmakers-Clockmakers Institute",,,,
"Content Delivery and Storage Association/ Media and Entertainment Services Alliance",,,,
"American Lighting Association","Favor","ALA",,
"Association of Home Appliance Manufacturers",,,,
"Gas Appliance Manufacturers Association","Favor","LATC",,
"The Transformer Association",,,,
"Electrical Manufacturing and Coil Winding Association",,,,
"Relay and Switch Industry Association",,,,
"Electricity Storage Association",,,,
"National Alliance for Advanced Technology Batteries",,,,
"Battery Council International",,,,
"Independent Battery Manufacturers Association",,,,
"Portable Rechargeable Battery Association",,,,
"Measurement, Control & Automation Association ",,,,
"American Automotive Policy Council","Favor","HSL",,
"Alliance of Automobile Manufacturers",,,,
"Truck Manufacturers Association",,,,
"NTEA,?�?�?�the?�?�?�Association for the Work Truck Industry",,,,
"Truck Trailer Manufacturers Association",,,,
"Recreation Vehicle Industry Association",,,,
"The National Association of Trailer Manufacturer",,,,
"Motor and Equipment Manufacturers Association",,,,
"National Engine Parts Manufacturers Association",,,,
"Specialty Equipment Market Association",,,,
"Railway Supply Institute / American Railway Car Institute",,,,
"Railway Systems Suppliers, Inc.",,,,
"Railway Engineering-Maintenance Suppliers Association, Inc.",,,,
"Aviation Distributors and Manufacturers Association",,,,
"Modification and Replacement Parts Association ",,,,
"Shipbuilders Council of America",,,,
"American Shipbuilding Association",,,,
"Motorcycle Industry Council",,,,
"National Defense Industrial Association",,,,
"Kitchen?�?�?�Cabinet?�?�?�Manufactures?�?�?�Association ",,,,
"American Furniture Manufacturers Committee for Legal Trade",,,,
"American Home Furnishings Alliance",,,,
"National Home Furnishings Association",,,,
"International Sleep Products Association",,,,
"Window Covering Manufacturers Association",,,,
"Pharmaceutical Research Manufacturers of America",,,,
"Hearing Industries Association",,,,
"Plastic Loose Fill Council",,,,
"Jewelers of America",,,,
"The Silver Institute",,,,
"National Sporting Goods Association",,,,
"Sport and Fitness Industry Association/Sporting Goods Manucturers Association",,,,
"Toy Industry Association",,,,
"National Office Products Alliance",,,,
"International Sign Association",,,,
"Gasket Fabricators Association",,,,
"Fluid Sealing Association",,,,
"Cleaning Equipment Trade Association",,,,
"Casket and Funeral Supply Association of North America",,,,
"US Grains Council","Favor","USGC",,
"Wheat Export Trade Education Committee","Favor","LATC",,
"Hawaii Macadamia Nut Association",,,,
"Chocolate Manufacturers Association",,,,
"Association of Food Industries ","Favor","LATC",,
"International Seed Federation (ISF) ","Favor","LATC",,
"North American Export Grain Association ","Favor","LATC",,
"WineAmerica ","Favor","LATC",,
"Sewn Products Equipment and Suppliers of the Americas",,,,
"Salt Institute",,,,
"Animal Health Institute","Favor","AGF2",,
"California Date Commission",,,,
"Dairylea Cooperative",,,,
"Idaho Barley Commission",,,,
"Idaho Grain Producers Association",,,,
"Kansas Association of Wheat Growers",,,,
"Kentucky Small Grain Growers Association",,,,
"Montana Grain Growers Association",,,,
"National Renderers Association",,,,
"North Dakota Grain Growers Association",,,,
"Oklahoma Wheat Growers",,,,
"Texas Wheat Producers Association",,,,
"United Producers, Inc. ",,,,
"JEDEC Solid State Technology Association",,,,
"Oregon Potato Commission",,,,
"PMMI The Association for Packaging and Processing Technologies",,,,
"Oregon Livestock Producers Association",,,,
"California Raisin Marketing Board",,,,
"California Seed Association","Favor","AGF3",,
"Georgia Poultry Federation","Favor","AGF3",,
"Grain and Feed Association of Illinois","Favor","AGF3",,
"Minnesota Grain and Feed Association","Favor","AGF3",,
"Mississippi Poultry Association","Favor","AGF3",,
"Nebraska Grain and Feed Association","Favor","AGF3",,
"Oklahoma Grain and Feed Association","Favor","AGF3",,
"South Carolina Poultry Federation","Favor","AGF3",,
"Texas Grain & Feed Association ","Favor","AGF3",,
"Texas Poultry Federation ","Favor","AGF3",,
"The Poultry Federation (Arkansas, Missouri, Oklahoma) ","Favor","AGF3",,
"Maryland And Virginia Milk Producers Cooperative Association, Inc. ","Favor","AGF4",,
"Michigan Milk Producers Association ","Favor","AGF4",,
"Western United Dairymen","Favor","AGF4",,
"Washington Mint Growers Association","Favor","AGF4",,
"United Dairymen of Arizona","Favor","AGF4",,
"Montana Stockgrowers Association",,,,
"Automotive Trade Policy Council",,,,
"Dakota Resource Council",,,,
"North Dakota Farmers Union",,,,
"California Canning Peach Association",,,,
"Family Dairies USA",,,,
"Olive Growers Council of California",,,,
"California Olive Association",,,,
"North Dakota Corn Growers",,,,
"Northwest Horticultural Association","Favor","NHC",,
"The American Yarn Spinners Association",,,,
"Western Pistachio Association",,,,
"California Cling Peach Board",,,,
"North American Association of Food Equipment Manufacturers",,,,
"The Vision Council",,,,
"American Watch Association",,,,
"US Cattleman's Association",,,,
"American Sugar Cane League",,,,
"California Rice Commission",,,,
"American Sugarbeet Growers Association",,,,
"Broom Manufacturers of the United States",,,,
"American Pipe Fittings Association",,,,
"American Textile Manufacturers Institute",,,,
"California Avocado Commission",,,,
"Footwear Industries of America",,,,
"Nonferrous Metals Producers Committee",,,,
"Work Glove Manufacturers Assoc.",,,,
"American Peanut Growers Group",,,,
"Texas Pecan Growers Association",,,,
"Gulf Citrus Growers Association ",,,,
"Southeastern Peanut Association",,,,
"Meat Industry Trade Policy Council",,,,
"Rio Grande Valley Sugar Growers",,,,
"Hawaiian Sugar Planters Association",,,,
"Sugar Cane Growers Cooperative of Florida",,,,
"Glass Packaging Institute",,,,
"Independent Zinc Alloyers Association",,,,
"West Indies Rum and Spirits Producers Association",,,,
"National Knitwear & Sportswear Association",,,,
"US Cane Sugar Refiners Association",,,,
"Texas Vegetable Association",,,,
"Cigar Association of America",,,,
"Texas Citrus Mutual",,,,
"Virginia-Carolina Peanut Association",,,,
"Southwestern Peanut Shellers Association",,,,
"American Architectural Manufacturers Association",,,,
"American Hardboard Association",,,,
"Cedar Shake & Shingle Bureau",,,,
"Composite Can & Tube Institute",,,,
"Knitted Textile Association ",,,,
"National Association of Band Instrument Manufacturers ",,,,
"National Grain Trade Council",,,,
"National Hardwood Lumber Association",,,,
"National Particleboard Association",,,,
"New Mexico Wine Growers Assoc. ",,,,
"Northeastern Loggers Association ",,,,
"Polyisocyanurate Insulation Manufacturers Association ",,,,
"Sorptive Minerals Institute ",,,,
"Walnut Council",,,,
"Waterbed Mfrs. Assoc. ",,,,
"Western Red Cedar Lumber Association ",,,,
"American Oat Association",,,,
"California Rice Industry Association",,,,
"International Apple Institute",,,,
"Milk Industry Foundation",,,,
"Rice Growers Association of California",,,,
"National Asparagus Commission",,,,
"National Association for Surface Finishing",,,,
"National Candle Association",,,,
"Nickel Institute",,,,
"California Pork Producers Association",,,,
"New York Pork Producers Co-op. Inc",,,,
"South Dakota Dairy Producers",,,,
"Utah Pork Producers",,,,
"American Composites Manufacturers Association",,,,
"Colorado Livestock Association",,,,
"Colorado Pork Producers Council",,,,
"Arkansas Soybean Association",,,,
"Livestock Exporters Association of the USA",,,,
"Corn Producers Association of Texas",,,,
"Florida Cattlemen's Association",,,,
"Florida Forestry Association",,,,
"Grain and Feed Association of Illinois",,,,
"Hawaii Cattlemen's Council, Inc.",,,,
"Idaho Cattle Association",,,,
"Illinois Beef Association",,,,
"Illinois Corn Growers Association",,,,
"Illinois Pork Producers Association",,,,
"Illinois Soybean Growers",,,,
"Indiana Beef Cattle Association",,,,
"Indiana Corn Growers Association",,,,
"Indiana Soybean Alliance",,,,
"Iowa Cattlemen's Association",,,,
"Iowa Corn Growers Association",,,,
"Iowa Pork Producers Association",,,,
"Iowa Soybean Association",,,,
"Kansas Corn Growers Association",,,,
"Kansas Grain and Feed Association",,,,
"Kansas Livestock Association",,,,
"Kansas Pork Association",,,,
"Kansas Soybean Association",,,,
"Kentucky Forest Industries Association",,,,
"Kentucky Paint Council",,,,
"Kentucky Pork Producers Association",,,,
"Louisiana Cattlemen's Association",,,,
"Louisiana Forestry Association",,,,
"Maryland & Virginia Milk Producers Cooperative",,,,
"Michigan Cattlemen's Association",,,,
"Michigan Pork Producers Association",,,,
"Minnesota Corn Growers",,,,
"Minnesota Grain & Feed Association",,,,
"Minnesota Pork Producers Association",,,,
"Mississippi Poultry Association",,,,
"Missouri Cattlemen's Association",,,,
"Missouri Corn Growers Association",,,,
"Missouri Pork Association",,,,
"Missouri Soybean Association",,,,
"Montana Pork Producers Council",,,,
"Nebraska Cattlemen's Association",,,,
"Nebraska Corn Board",,,,
"Nebraska Pork Producers Association",,,,
"New York Beef Producer's Association",,,,
"North Carolina Pork Council",,,,
"North Dakota Corn Growers",,,,
"Ohio Cattlemen's Association",,,,
"Ohio Corn & Wheat Growers Association",,,,
"Ohio Pork Council",,,,
"Oklahoma Cattlemen's Association",,,,
"Oklahoma Pork Council",,,,
"Oregon Cattlemen's Association",,,,
"Oregon Dairy Farmers Association",,,,
"Oregon Forest Industries Council",,,,
"South Carolina Cattlemen's Association",,,,
"South Dakota Grain & Feed Association",,,,
"Tennessee Cattlemen's Association",,,,
"Tennessee Pork Producers Association",,,,
"Texas Forestry Association",,,,
"Texas Pork Producers Association",,,,
"The Missouri Dairy Association",,,,
"Virginia Cattlemen's Association",,,,
"Washington Cattle Feeders Association",,,,
"Wisconsin Corn Growers Association",,,,
"Wisconsin Pork Producers Association",,,,
"Juvenile Products Manufacturers Association",,,,
"Midwest Dairy Coalition",,,,
"American Shrimp Processors Association",,,,
"Select Milk Producers",,,,
"Cranberry Marketing Committee",,,,
"Medical Imaging and Technology Alliance",,,,
"California Cherries",,,,
"Water & Wastewater Equipment Manufacturers Association Inc",,,,
"Plains Cotton Cooperative Association",,,,
"True Source Honey",,,,
"Association of Electrical and Medical Imaging Equipment Manufacturers",,,,
